example_id,split
10174816,train
10098598,train
10307665,train
10075981,train
10062801,train
10262372,train
10251779,train
10131152,train
10240279,train
10608499,train
10272142,train
10058338,train
10885488,train
10133540,train
10608565,train
10290682,train
10252334,train
10495684,train
10041749,train
10312715,train
10033600,train
10365047,train
10360278,train
10114216,train
10209712,train
10670694,train
10252291,train
10172036,train
10420948,train
10155990,train
10431164,train
10335764,train
10299600,train
10885133,train
10208218,train
10746836,train
10142871,train
10265095,train
10735396,train
10453420,train
10163874,train
10285461,train
10279098,train
10214809,train
10459640,train
10498488,train
10156357,train
10184162,train
10360793,train
10366929,train
10085209,train
10198319,train
10092395,train
10373425,train
10024364,train
10434506,train
10276294,train
10214268,train
10012427,train
10274689,train
10085208,train
10190343,train
10391035,train
10658064,train
10103211,train
10174659,train
10160604,train
10452550,train
10239439,train
10236386,train
10739942,train
10292777,train
10021743,train
10635460,train
10395786,train
10331367,train
10124045,train
10302960,train
10302192,train
10251585,train
10322064,train
10368660,train
10116238,train
10240249,train
10320430,train
10693439,train
10223952,train
10251569,train
10259746,train
10722230,train
10797801,train
10031936,train
10114527,train
10504482,train
10299551,train
10323755,train
10125986,train
10259139,train
10844132,train
10373294,train
10253213,train
10430629,train
10269929,train
10312009,train
10275153,train
10049657,train
10379399,train
10709974,train
10201613,train
10308466,train
10236751,train
10325442,train
10154237,train
10308226,train
10580271,train
10361118,train
10278052,train
10482466,train
10111888,train
10583167,train
10256594,train
10197372,train
10405131,train
10261539,train
10269718,train
10407963,train
10288677,train
10608504,train
10005536,train
10715580,train
10228006,train
10877829,train
10175157,train
10115483,train
10630782,train
10148114,train
10150515,train
10254110,train
10046129,train
10227254,train
10188549,train
10321356,train
10308429,train
10111074,train
10359716,train
10043742,train
10073431,train
10112913,train
10263792,train
10217258,train
10175047,train
10043402,train
10364134,train
10064457,train
10354596,train
10163343,train
10177257,train
10212419,train
10817134,train
10041491,train
10261080,train
10309191,train
10527983,train
10267003,train
10367135,train
10293737,train
10810185,train
10298589,train
10340564,train
10319192,train
10357085,train
10712798,train
10411082,train
10242539,train
10273608,train
10508029,train
10803941,train
10191715,train
10279249,train
10147896,train
10275073,train
10386290,train
10089405,train
10649219,train
10294549,train
10123408,train
10036681,train
10071153,train
10310911,train
10231742,train
10655138,train
10624667,train
10086865,train
10318678,train
10250193,train
10234656,train
10489759,train
10458540,train
10343789,train
10305953,train
10243319,train
10287849,train
10338089,train
10858400,train
10301581,train
10305856,train
10327179,train
10178833,train
10147797,train
10642250,train
10170455,train
10561587,train
10283836,train
10185577,train
10319963,train
10330725,train
10252808,train
10378718,train
10351889,train
10224684,train
10855221,train
10141611,train
10183293,train
10190307,train
10202135,train
10747092,train
10290229,train
10289664,train
10744440,train
10215972,train
10216182,train
10268861,train
10207050,train
10678118,train
10831430,train
10566119,train
10273232,train
10026448,train
10700122,train
10333853,train
10749633,train
10267621,train
10317446,train
10089280,train
10249488,train
10322539,train
10325873,train
10763293,train
10311893,train
10134557,train
10272369,train
10201880,train
10761771,train
10287796,train
10270374,train
10214733,train
10309790,train
10658691,train
10024424,train
10713896,train
10438842,train
10112886,train
10302202,train
10170630,train
10167402,train
10303460,train
10637751,train
10033750,train
10326253,train
10007328,train
10176912,train
10324876,train
10685023,train
10628532,train
10161218,train
10485470,train
10739453,train
10171954,train
10708577,train
10301739,train
10579550,train
10221491,train
10121032,train
10208998,train
10619691,train
10067259,train
10006977,train
10253104,train
10087556,train
10696484,train
10010461,train
10266572,train
10065535,train
10054125,train
10791392,train
10185051,train
10291801,train
10365859,train
10046020,train
10796980,train
10516919,train
10784285,train
10354911,train
10350379,train
10180413,train
10254957,train
10316904,train
10727119,train
10261580,train
10366425,train
10232116,train
10307769,train
10319257,train
10493640,train
10279308,train
10275491,train
10038180,train
10352803,train
10675576,train
10170865,train
10212801,train
10314717,train
10321631,train
10892684,train
10424916,train
10412230,train
10796051,train
10326680,train
10338678,train
10402936,train
10483769,train
10009024,train
10287846,train
10278006,train
10832250,train
10181523,train
10180527,train
10142837,train
10143987,train
10235581,train
10311813,train
10154053,train
10357202,train
10138679,train
10236055,train
10324337,train
10549964,train
10781994,train
10300596,train
10319716,train
10581894,train
10301168,train
10138399,train
10281767,train
10285849,train
10283764,train
10016678,train
10363246,train
10269764,train
10325426,train
10395962,train
10009487,train
10201906,train
10425718,train
10279795,train
10297451,train
10235256,train
10698241,train
10228599,train
10167417,train
10145297,train
10247421,train
10274038,train
10048576,train
10342589,train
10853849,train
10300811,train
10014855,train
10776263,train
10258485,train
10275722,train
10088841,train
10165301,train
10031858,train
10301480,train
10089522,train
10179018,train
10438467,train
10216130,train
10366797,train
10116916,train
10014676,train
10201055,train
10192245,train
10229365,train
10022765,train
10009543,train
10132646,train
10356713,train
10148028,train
10746283,train
10235944,train
10758597,train
10162006,train
10127860,train
10276079,train
10299461,train
10326431,train
10464257,train
10260096,train
10238988,train
10790671,train
10731843,train
10268717,train
10211797,train
10327315,train
10844242,train
10291642,train
10633686,train
10302502,train
10280162,train
10099008,train
10309180,train
10735536,train
10026624,train
10287625,train
10165706,train
10385345,train
10227913,train
10485583,train
10856410,train
10343579,train
10080552,train
10044673,train
10110161,train
10749532,train
10489521,train
10314735,train
10317210,train
10309438,train
10042920,train
10081747,train
10242863,train
10221248,train
10386396,train
10276701,train
10607266,train
10342722,train
10291839,train
10314181,train
10658530,train
10047967,train
10305861,train
10222589,train
10103102,train
10312069,train
10245906,train
10354589,train
10722501,train
10424117,train
10443740,train
10800675,train
10797250,train
10186799,train
10349852,train
10344474,train
10295897,train
10207504,train
10162702,train
10388654,train
10476570,train
10787032,train
10262699,train
10758248,train
10731386,train
10062406,train
10205995,train
10100196,train
10115296,train
10020619,train
10300539,train
10652768,train
10243192,train
10308677,train
10054026,train
10264568,train
10469897,train
10418040,train
10022169,train
10205248,train
10333899,train
10127846,train
10207338,train
10254034,train
10332452,train
10273059,train
10359262,train
10152312,train
10013460,train
10846756,train
10246020,train
10185504,train
10269659,train
10251083,train
10120264,train
10805442,train
10024588,train
10296372,train
10112819,train
10410723,train
10272415,train
10155878,train
10333903,train
10247076,train
10400984,train
10260645,train
10299613,train
10323044,train
10099150,train
10358876,train
10120528,train
10357181,train
10098685,train
10409492,train
10678949,train
10728501,train
10743738,train
10328616,train
10203705,train
10432398,train
10322885,train
10792235,train
10275113,train
10320991,train
10303775,train
10302906,train
10663154,train
10659542,train
10515944,train
10858576,train
10125612,train
10358517,train
10715395,train
10617742,train
10214037,train
10342628,train
10415870,train
10652929,train
10851502,train
10220381,train
10698621,train
10035834,train
10451568,train
10333122,train
10240368,train
10330101,train
10095872,train
10016806,train
10377761,train
10364130,train
10376410,train
10391344,train
10252782,train
10161079,train
10136743,train
10356262,train
10330955,train
10433776,train
10304823,train
10781054,train
10656651,train
10234181,train
10776143,train
10687129,train
10202213,train
10041175,train
10024225,train
10174679,train
10272974,train
10085438,train
10244993,train
10047260,train
10854361,train
10087469,train
10469528,train
10285776,train
10698671,train
10188742,train
10268740,train
10264160,train
10444147,train
10200306,train
10284638,train
10211488,train
10008320,train
10740155,train
10028211,train
10139885,train
10739400,train
10274714,train
10276028,train
10071105,train
10286582,train
10051183,train
10278926,train
10283139,train
10263602,train
10079479,train
10236535,train
10811814,train
10117415,train
10261504,train
10183300,train
10024674,train
10206245,train
10187455,train
10165250,train
10251081,train
10727685,train
10691035,train
10241262,train
10342648,train
10322457,train
10659295,train
10852486,train
10704015,train
10337734,train
10139071,train
10283288,train
10400882,train
10284738,train
10203295,train
10601842,train
10026913,train
10075507,train
10168151,train
10319938,train
10337697,train
10747259,train
10109108,train
10244117,train
10362785,train
10316706,train
10298891,train
10320844,train
10066989,train
10486418,train
10407435,train
10164329,train
10264651,train
10264312,train
10637385,train
10414704,train
10693086,train
10015332,train
10037162,train
10289439,train
10163114,train
10744871,train
10330767,train
10053788,train
10345604,train
10163537,train
10358443,train
10285516,train
10298938,train
10093159,train
10568265,train
10130160,train
10227373,train
10230301,train
10749657,train
10368458,train
10316278,train
10340494,train
10491971,train
10230761,train
10003961,train
10007132,train
10323565,train
10870748,train
10400458,train
10271480,train
10216479,train
10742613,train
10312212,train
10564403,train
10321265,train
10340835,train
10359760,train
10392337,train
10317884,train
10812401,train
10352390,train
10540800,train
10314640,train
10766619,train
10324758,train
10313515,train
10138459,train
10329082,train
10122078,train
10374664,train
10063352,train
10634466,train
10094317,train
10224776,train
10356192,train
10176219,train
10308783,train
10265439,train
10841074,train
10350343,train
10131830,train
10317411,train
10307848,train
10834660,train
10692933,train
10289865,train
10327593,train
10303939,train
10302069,train
10006773,train
10412723,train
10040701,train
10252615,train
10235991,train
10285075,train
10174382,train
10293983,train
10260190,train
10006955,train
10295694,train
10199946,train
10199694,train
10259527,train
10234497,train
10210040,train
10476518,train
10269261,train
10124467,train
10414584,train
10102056,train
10331499,train
10864469,train
10237561,train
10126867,train
10353467,train
10066117,train
10162977,train
10001003,train
10236007,train
10603627,train
10065105,train
10559056,train
10251246,train
10329927,train
10255739,train
10281327,train
10199941,train
10175144,train
10045489,train
10220979,train
10045523,train
10287344,train
10367729,train
10290707,train
10467166,train
10209369,train
10846851,train
10256634,train
10446384,train
10071791,train
10048796,train
10003940,train
10257794,train
10663276,train
10325100,train
10092940,train
10097908,train
10717789,train
10357807,train
10694829,train
10053204,train
10418105,train
10061533,train
10145817,train
10493003,train
10545278,train
10139983,train
10004256,train
10607173,train
10278593,train
10175623,train
10196871,train
10319092,train
10048651,train
10698586,train
10275926,train
10303850,train
10128186,train
10545097,train
10196590,train
10392561,train
10350498,train
10880605,train
10235387,train
10000832,train
10892263,train
10226784,train
10146044,train
10305142,train
10541621,train
10157198,train
10853856,train
10183380,train
10748993,train
10023928,train
10301961,train
10657138,train
10463060,train
10471336,train
10290023,train
10161960,train
10814568,train
10041293,train
10274249,train
10275983,train
10282850,train
10244236,train
10147545,train
10228887,train
10348228,train
10057614,train
10818265,train
10206501,train
10007988,train
10347296,train
10663648,train
10339282,train
10321787,train
10323312,train
10257472,train
10785119,train
10756418,train
10283054,train
10257462,train
10339280,train
10100645,train
10113823,train
10604062,train
10033619,train
10204611,train
10098658,train
10696523,train
10219689,train
10352898,train
10245307,train
10119634,train
10254767,train
10076483,train
10337514,train
10119214,train
10156534,train
10219397,train
10221480,train
10355284,train
10232266,train
10046677,train
10668558,train
10229378,train
10230590,train
10241459,train
10050467,train
10746932,train
10234527,train
10271240,train
10298833,train
10319528,train
10415588,train
10203053,train
10395993,train
10285477,train
10672013,train
10216849,train
10063700,train
10271723,train
10307074,train
10751673,train
10341779,train
10029209,train
10728820,train
10041214,train
10351610,train
10257402,train
10796299,train
10642424,train
10391184,train
10074543,train
10189476,train
10729837,train
10310615,train
10268298,train
10531622,train
10089449,train
10007957,train
10242609,train
10534376,train
10208054,train
10074405,train
10431043,train
10332406,train
10295503,train
10320588,train
10181962,train
10750296,train
10052408,train
10304422,train
10136635,train
10232897,train
10241740,train
10100783,train
10252333,train
10032491,train
10620062,train
10306952,train
10547528,train
10243054,train
10292059,train
10316256,train
10697016,train
10733881,train
10313851,train
10242590,train
10042832,train
10182517,train
10587518,train
10336002,train
10170636,train
10344511,train
10267950,train
10842269,train
10311930,train
10230033,train
10455012,train
10242043,train
10766421,train
10235034,train
10471721,train
10164597,train
10041940,train
10269642,train
10131890,train
10183634,train
10553689,train
10133497,train
10251227,train
10107037,train
10286786,train
10312166,train
10055584,train
10132504,train
10367738,train
10317573,train
10446538,train
10278453,train
10286016,train
10281167,train
10279052,train
10041640,train
10158410,train
10174672,train
10874215,train
10191398,train
10188731,train
10179565,train
10177416,train
10169003,train
10005291,train
10358563,train
10078571,train
10307449,train
10244970,train
10811609,train
10191229,train
10003407,train
10524178,train
10232379,train
10579421,train
10299631,train
10244954,train
10257198,train
10551945,train
10009974,train
10689653,train
10127676,train
10648318,train
10849488,train
10375100,train
10219090,train
10705232,train
10824149,train
10261841,train
10321348,train
10268297,train
10076594,train
10293777,train
10197015,train
10275432,train
10648059,train
10121796,train
10245749,train
10244046,train
10320927,train
10039283,train
10751884,train
10309738,train
10843507,train
10891677,train
10161229,train
10371730,train
10017000,train
10297637,train
10429448,train
10035994,train
10125221,train
10292042,train
10534184,train
10275186,train
10217192,train
10162043,train
10107270,train
10800667,train
10635799,train
10355967,dev
10291187,dev
10190825,dev
10178885,dev
10728617,dev
10292397,dev
10732489,dev
10194586,dev
10467781,dev
10116037,dev
10145336,dev
10281301,dev
10254891,dev
10391909,dev
10268876,dev
10853857,dev
10309367,dev
10254826,dev
10712947,dev
10849200,dev
10273695,dev
10140153,dev
10045298,dev
10619625,dev
10362285,dev
10059293,dev
10705954,dev
10844152,dev
10170442,dev
10172720,dev
10537083,dev
10818144,dev
10127534,dev
10877458,dev
10128630,dev
10304360,dev
10226227,dev
10276868,dev
10798231,dev
10779387,dev
10177267,dev
10459097,dev
10012472,dev
10206474,dev
10734395,dev
10189414,dev
10218010,dev
10330302,dev
10359658,dev
10124083,dev
10331347,dev
10707308,dev
10403196,dev
10424463,dev
10567645,dev
10339454,dev
10871104,dev
10092449,dev
10569463,dev
10869808,dev
10417570,dev
10339654,dev
10260069,dev
10293005,dev
10208705,dev
10328793,dev
10650224,dev
10300802,dev
10847160,dev
10420275,dev
10156916,dev
10113334,dev
10339634,dev
10048194,dev
10145665,dev
10265030,dev
10855293,dev
10837201,dev
10157273,dev
10260622,dev
10167487,dev
10691361,dev
10647943,dev
10136558,dev
10195026,dev
10215791,dev
10214315,dev
10468095,dev
10872629,dev
10417646,dev
10090643,dev
10298230,dev
10302251,dev
10363088,dev
10577539,dev
10306008,dev
10222042,dev
10318738,dev
10091046,dev
10311000,dev
10317912,dev
10199597,dev
10276774,dev
10346624,dev
10052119,dev
10069320,dev
10362641,dev
10179516,dev
10247482,dev
10172419,dev
10741924,dev
10204965,dev
10666036,dev
10188264,dev
10096383,dev
10185796,dev
10011119,dev
10085369,dev
10602322,dev
10465027,dev
10140008,dev
10411703,dev
10318527,dev
10280461,dev
10141551,dev
10071305,dev
10172804,dev
10207261,dev
10313583,dev
10799436,dev
10251446,dev
10361775,dev
10171923,dev
10443769,dev
10120333,dev
10707180,dev
10195244,dev
10301622,dev
10123471,dev
10335063,dev
10868383,dev
10175834,dev
10158716,dev
10357989,dev
10172188,dev
10648766,dev
10306767,dev
10743718,dev
10269408,dev
10128558,dev
10605805,dev
10584591,dev
10278121,dev
10250292,dev
10273052,dev
10174441,dev
10153044,dev
10020400,dev
10301258,dev
10237819,dev
10354398,dev
10198268,dev
10582738,dev
10827480,dev
10338661,dev
10689021,dev
10164091,dev
10293386,dev
10372947,dev
10237725,dev
10140810,dev
10295511,dev
10302148,dev
10034892,dev
10275408,dev
10063003,dev
10268878,dev
10179232,dev
10283324,dev
10357802,dev
10306526,dev
10653868,dev
10233825,dev
10167820,dev
10320025,dev
10676230,dev
10248079,dev
10473083,dev
10380452,dev
10519546,dev
10464598,dev
10006122,dev
10832619,dev
10236292,dev
10356493,dev
10109679,dev
10187625,dev
10216138,dev
10260373,dev
10653927,dev
10277985,dev
10876416,dev
10312337,dev
10831811,train
10380863,train
10288561,train
10019304,train
10681257,train
10049427,train
10365794,train
10264324,train
10321421,train
10752237,train
10249601,train
10058171,train
10725885,train
10353892,train
10787762,train
10028789,train
10422108,train
10513639,train
10487068,train
10856727,train
10329783,train
10255262,train
10160194,train
10674781,train
10614093,train
10339356,train
10517882,train
10088537,train
10219161,train
10355102,train
10834556,train
10292937,train
10305303,train
10272722,train
10732658,train
10724670,train
10632285,train
10141488,train
10646762,train
10664087,train
10277986,train
10056821,train
10318486,train
10216402,train
10255962,train
10328090,train
10048814,train
10127215,train
10577500,train
10353988,train
10608477,train
10365840,train
10762750,train
10194705,train
10249207,train
10478589,train
10299195,train
10797057,train
10292842,train
10278175,train
10498243,train
10768452,train
10032105,train
10256676,train
10782547,train
10412102,train
10345399,train
10160237,train
10308981,train
10661323,train
10235711,train
10847829,train
10385768,train
10780006,train
10222259,train
10342556,train
10244153,train
10409898,train
10750282,train
10420460,train
10638462,train
10172050,train
10284675,train
10730842,train
10829474,train
10155259,train
10391052,train
10312317,train
10156034,train
10339599,train
10517527,train
10363610,train
10202332,train
10195370,train
10031120,train
10167725,train
10030437,train
10503107,train
10303278,train
10529510,train
10197432,train
10360946,train
10704590,train
10400405,train
10499492,train
10238642,train
10732886,train
10331436,train
10622769,train
10006302,train
10135092,train
10426919,train
10108399,train
10369246,train
10776009,train
10292666,train
10329895,train
10468217,train
10676371,train
10464114,train
10835766,train
10287433,train
10186051,train
10763584,train
10199179,train
10731192,train
10282655,train
10669734,train
10270802,train
10765972,train
10267989,train
10082364,train
10363547,train
10359384,train
10884693,train
10249518,train
10475443,train
10178368,train
10096043,train
10468864,train
10459659,train
10857849,train
10486074,train
10507276,train
10371426,train
10460127,train
10153014,train
10509950,train
10754991,train
10807403,train
10077127,train
10214493,train
10589886,train
10451341,train
10303719,train
10346976,train
10198898,train
10414132,train
10273684,train
10798209,train
10833002,train
10779997,train
10120657,train
10381867,train
10625588,train
10833655,train
10363640,train
10579950,train
10779805,train
10477679,train
10626527,train
10788046,train
10699232,train
10349421,train
10302683,train
10876540,train
10490091,train
10050428,train
10883669,train
10000795,train
10068310,train
10240855,train
10557538,train
10431472,train
10860285,train
10392272,train
10814383,train
10232726,train
10418299,train
10420315,train
10330824,train
10882298,train
10660534,train
10610322,train
10290395,train
10486242,train
10406217,train
10635297,train
10324502,train
10505282,train
10337906,train
10283067,train
10400173,train
10417109,train
10297902,train
10264745,train
10890833,train
10377345,train
10317204,train
10543820,train
10244389,train
10871793,train
10300021,train
10284490,train
10206246,train
10659024,train
10870116,train
10029195,train
10322337,train
10322152,train
10287689,train
10309378,train
10253829,train
10691234,train
10286741,train
10824636,train
10417193,train
10189999,train
10136730,train
10319113,train
10857260,train
10367480,train
10545397,train
10810863,train
10178406,train
10184257,train
10565478,train
10079995,train
10608284,train
10380240,train
10503887,train
10060156,train
10886104,train
10061893,train
10256076,train
10456365,train
10536112,train
10742282,train
10492759,train
10563598,train
10653720,train
10828325,train
10555561,train
10845905,train
10154080,train
10333456,train
10604108,train
10513588,train
10501977,train
10614239,train
10405223,train
10302105,train
10034263,train
10236074,train
10819291,train
10505294,train
10553129,train
10358049,train
10132419,train
10657580,train
10276840,train
10188393,train
10185054,train
10193361,train
10098313,train
10427732,train
10179300,train
10080147,train
10629922,train
10305368,train
10612645,train
10797100,train
10366686,train
10613905,train
10292021,train
10560628,train
10399059,train
10200568,train
10508047,train
10487732,train
10789185,train
10239478,train
10530082,train
10264122,train
10794066,train
10668635,train
10327767,train
10868116,train
10087269,train
10864960,train
10804156,train
10386230,train
10412497,train
10144896,train
10846852,train
10115801,train
10887397,train
10334664,train
10099714,train
10294841,train
10159362,train
10063129,train
10405518,train
10097166,train
10020783,train
10890084,train
10344933,train
10031194,train
10588704,train
10600006,train
10672500,train
10878634,train
10235223,train
10035517,train
10201439,train
10228775,train
10286488,train
10523058,train
10606224,train
10234277,train
10300281,train
10164567,train
10724117,train
10499378,train
10817978,train
10490494,train
10716470,train
10486395,train
10752321,train
10301916,train
10141583,train
10556694,train
10386534,train
10057686,train
10309741,train
10177287,train
10622057,train
10537819,train
10321897,train
10515756,train
10230154,train
10295434,train
10310316,train
10248671,train
10880785,train
10105795,train
10279899,train
10392217,train
10282521,train
10200807,train
10233651,train
10136483,train
10212519,train
10006126,train
10344779,train
10374599,train
10660764,train
10374681,train
10643794,train
10636191,train
10826170,train
10807836,train
10419331,train
10273384,train
10770280,train
10164367,train
10253776,train
10406880,train
10177047,train
10332638,train
10195534,train
10778405,train
10221443,train
10833042,train
10128165,train
10297990,train
10173786,train
10143775,train
10128478,train
10209029,train
10289180,train
10343798,train
10314228,train
10292738,train
10411436,train
10604078,train
10337523,train
10122150,train
10456268,train
10862906,train
10029278,train
10311103,train
10394755,train
10247510,train
10214607,train
10360106,train
10500289,train
10318489,train
10296278,train
10716244,train
10681242,train
10193231,train
10222314,train
10784852,train
10420522,train
10461739,train
10249703,train
10577209,train
10397252,train
10048266,train
10313494,train
10301154,train
10705480,train
10864310,train
10389592,train
10336566,train
10176929,train
10358398,train
10496430,train
10347222,train
10860739,train
10324772,train
10407876,train
10520086,train
10412092,train
10272764,train
10351795,train
10089696,train
10264864,train
10217405,train
10877189,train
10567953,train
10711136,train
10284041,train
10189195,train
10306005,train
10713636,train
10051482,train
10516601,train
10330537,train
10697723,train
10259807,train
10318288,train
10288742,train
10362236,train
10371900,train
10847352,train
10237896,train
10274232,train
10889172,train
10511143,train
10154935,train
10454394,train
10233153,train
10352012,train
10303444,train
10418819,train
10645932,train
10339479,train
10532382,train
10385479,train
10482625,train
10587056,train
10295754,train
10506526,train
10310140,train
10345239,train
10035394,train
10273010,train
10226490,train
10675199,train
10854905,train
10225695,train
10338005,train
10403340,train
10145775,train
10193173,train
10368022,train
10206772,train
10315619,train
10815301,train
10204220,train
10296832,train
10227391,train
10041171,train
10011151,train
10300659,train
10267288,train
10275944,train
10154923,train
10361162,train
10289241,train
10356464,train
10375207,train
10619431,train
10261749,train
10166914,train
10818943,train
10214422,train
10738298,train
10146537,train
10625600,train
10338146,train
10313994,train
10514711,train
10198915,train
10113847,train
10546564,train
10265205,train
10307534,train
10374949,train
10340856,train
10221867,train
10139412,train
10476950,train
10546134,train
10538431,train
10395981,train
10261107,train
10601362,train
10062349,train
10557029,train
10118721,train
10458466,train
10125936,train
10524489,train
10547022,train
10221419,train
10229542,train
10417528,train
10212525,train
10397163,train
10062185,train
10717866,train
10058270,train
10746036,train
10380818,train
10542584,train
10301085,train
10705083,train
10739381,train
10430849,train
10837819,train
10128435,train
10242949,train
10356092,train
10246949,train
10346004,train
10214737,train
10679031,train
10325965,train
10344391,train
10603433,train
10267841,train
10303481,train
10545315,train
10125326,train
10414141,train
10103294,train
10787877,train
10232463,train
10058620,train
10629721,train
10637300,train
10342849,train
10033884,train
10285970,train
10255978,train
10545666,train
10169694,train
10353560,train
10808888,train
10618564,train
10261715,train
10829071,train
10599218,train
10572160,train
10320562,train
10275000,train
10255722,train
10529007,train
10508637,train
10328017,train
10883753,train
10236687,train
10829220,train
10827931,train
10136563,train
10115288,train
10387981,train
10835023,train
10275234,train
10490970,train
10491362,train
10615556,train
10676411,train
10868522,train
10486111,train
10283163,train
10660661,train
10174662,train
10347220,train
10192912,train
10581036,train
10563580,train
10302573,train
10090810,train
10239317,train
10405628,train
10006119,train
10320901,train
10336533,train
10520085,train
10176607,train
10298477,train
10740921,train
10687988,train
10536771,train
10572902,train
10018726,train
10351009,train
10358513,train
10872658,train
10036266,train
10337217,train
10178953,train
10489811,train
10079320,train
10841799,train
10430821,train
10365834,train
10621039,train
10489540,train
10661245,train
10830694,train
10354430,train
10057121,train
10662168,train
10263930,train
10436076,train
10752879,train
10809589,train
10372140,train
10714068,train
10217472,train
10229746,train
10320459,train
10195833,train
10764472,train
10777965,train
10231105,train
10505868,train
10878347,train
10317133,train
10654358,train
10491432,train
10494746,train
